hasil_stemming,dominant_emotion
"['negara', 'sudah', 'kamboja', 'banggain', 'wkwkw', 'najis', 'jangan', 'jangan', 'kamu', 'salah', 'mafia', 'uang', 'negara', 'ye', 'bang', 'makanya', 'tidak', 'terima', 'sama', 'kaburajadulu', 'punya', 'otak', 'waras', 'harus', 'tidak', 'masalah', 'soal', 'kaburajadulu', 'ketimbang', 'milih', 'tahan', 'negara', 'sakit', 'kaya', 'begini', 'ketawa']",fear
"['butuh', 'ulang', 'saat', 'kabur', 'dulu', 'mungkin', 'tempat', 'lebih', 'sepi', 'baru', 'pikir', 'lebih', 'jernih', 'kaburajadulu', 'ridwankamil', 'httpstcoxxyw', 'plur']",fear
"['breaking', 'news', 'pssi', 'standing', 'mydaynesia', 'ingat', 'darurat', 'usut', 'tuntas', 'skandal', 'uang', 'sri', 'mayapada', 'grup', 'bebas', 'korban', 'rekayasa', 'kasus', 'kaburajadulu', 'erickthohirout', 'indonesiagelap', 'ramadan', 'isntdbcq']",fear
"['sverre', 'aku', 'ingin', 'kaburajadulu', 'hikss', 'enak', 'sana', 'imigran', 'indonesia', 'meski', 'bukan', 'imigran', 'kamu', 'khow', 'what', 'mean']",fear
"['akhir', 'tidak', 'guna', 'kaburajadulu', 'kamu', 'kabur', 'negara', 'fasis', 'negara', 'fasis', 'ujung', 'dunia', 'musuh', 'bakal', 'kejar', 'mariubah', 'negara', 'jadi', 'lebih', 'baik', 'lawan', 'protes', 'mampu', 'kita', 'menang']",fear
"['makin', 'lama', 'makin', 'percaya', 'kaburajadulu', 'lebih', 'logis', 'tahan', 'sini', 'fuck', 'nationalism', 'negara', 'sudah', 'buruk', 'akar']",fear
"['kita', 'dukung', 'pnya', 'kaburajadulu', 'pntng', 'telah', 'smpi', 'negara', 'tuju', 'jangan', 'buat', 'masalah', 'bukan', 'malu', 'negara', 'indonesia']",fear
"['ingin', 'ikut', 'sangat', 'kaburajadulu', 'korea', 'pikir', 'kabur', 'terus', 'ingin', 'lanjut', 'kerja', 'sekali', 'luar', 'negeri', 'waktu', 'dekat', 'tidak', 'ada', 'hobi', 'spesifik', 'aku', 'suka', 'jalan', 'kaki', 'masa', 'belajar', 'planning', 'uang', 'masa', 'depan']",fear
"['bukan', 'telah', 'dia', 'henti', 'dinas', 'militer', 'kaburajadulu', 'yordania']",fear
"['sana', 'rasa', 'miskin', 'kerja', 'rajin', 'bang', 'kaburajadulu', 'sana', 'kamboja']",fear
"['bukan', 'telah', 'dia', 'henti', 'dinas', 'militer', 'kaburajadulu', 'yordania']",fear
"['akhir', 'tidak', 'guna', 'kaburajadulu', 'kamu', 'kabur', 'negara', 'fasis', 'negara', 'fasis', 'ujung', 'dunia', 'musuh', 'bakal', 'kejar', 'mariubah', 'negara', 'jadi', 'lebih', 'baik', 'lawan', 'protes', 'mampu', 'kita', 'menang']",fear
"['rill', 'mending', 'prioritas', 'platform', 'sering', 'baca', 'sisa', 'tabung', 'buat', 'kaburajadulu', 'takut', 'sangat', 'negara', 'makin', 'carut', 'marut', 'garagara', 'perintah']",fear
"['sana', 'rasa', 'miskin', 'kerja', 'rajin', 'bang', 'kaburajadulu', 'sana', 'kamboja']",fear
"['akhir', 'tidak', 'guna', 'kaburajadulu', 'kamu', 'kabur', 'negara', 'fasis', 'negara', 'fasis', 'ujung', 'dunia', 'musuh', 'bakal', 'kejar', 'mariubah', 'negara', 'jadi', 'lebih', 'baik', 'lawan', 'protes', 'mampu', 'kita', 'menang']",fear
"['stay', 'alive', 'survive', 'kolektif', 'gera', 'tahan', 'devmin', 'penuh', 'on', 'kaburajadulu', 'btw', 'tiap', 'hari', 'makan', 'ati', 'at', 'same', 'time', 'bukan', 'kita', 'siapa']",fear
"['miskin', 'kh', 'perintah', 'wkwkw', 'kaburajadulu']",fear
"['tagar', 'kaburajadulu', 'redup', 'ngeri', 'iya', 'takut', 'bawa', 'kamboja']",fear
"['telah', 'luar', 'negeri', 'aktfi', 'nyebar', 'kampanye', 'bodoh', 'kaburajadulu', 'pdhal', 'tidak', 'proses', 'rubah', 'indonesia', 'dikit', 'kabur']",fear
"['memang', 'buruk', 'kaburajadulu', 'sini', 'mah', 'jalan', 'bawa', 'anjing', 'gapake', 'leash', 'sudah', 'didatengin', 'polisi']",fear
"['kaburajadulu', 'sindir', 'perintah', 'padahal', 'presiden', 'ngajarin', 'saat', 'kasus', 'dia', 'kabur', 'yordania', 'ketawa']",fear
"['akhir', 'tidak', 'guna', 'kaburajadulu', 'kamu', 'kabur', 'negara', 'fasis', 'negara', 'fasis', 'ujung', 'dunia', 'musuh', 'bakal', 'kejar', 'mariubah', 'negara', 'jadi', 'lebih', 'baik', 'lawan', 'protes', 'mampu', 'kita', 'menang']",fear
"['miskin', 'kh', 'perintah', 'wkwkw', 'kaburajadulu']",fear
"['wapres', 'sudah', 'mulai', 'kaburajadulu', 'masa', 'kamu', 'masih', 'ingin', 'tahan', 'sini']",fear
"['kaburajadulu', 'ehh', 'ginjal', 'hilang', 'awoakwoakwo']",fear
"['akhir', 'tidak', 'guna', 'kaburajadulu', 'kamu', 'kabur', 'negara', 'fasis', 'negara', 'fasis', 'ujung', 'dunia', 'musuh', 'bakal', 'kejar', 'mariubah', 'negara', 'jadi', 'lebih', 'baik', 'lawan', 'protes', 'mampu', 'kita', 'menang']",fear
"['breaking', 'news', 'pssi', 'standing', 'mydaynesia', 'ingat', 'darurat', 'usut', 'tuntas', 'skandal', 'uang', 'sri', 'mayapada', 'grup', 'bebas', 'korban', 'rekayasa', 'kasus', 'kaburajadulu', 'erickthohirout', 'indonesiagelap', 'ramadan', 'isntdbcq']",fear
"['duh', 'sabar', 'iya', 'sobat', 'aku', 'tahu', 'kamu', 'hebat', 'ku', 'selalu', 'jauh', 'mu', 'dunia', 'jahat', 'buruk', 'bisa', 'ada', 'warga', 'buruk', 'sangat', 'mending', 'kabur', 'gasih', 'sobat', 'kaburajadulu']",fear
"['breaking', 'news', 'pssi', 'standing', 'mydaynesia', 'ingat', 'darurat', 'wajib', 'tolak', 'polri', 'isi', 'poin', 'soal', 'bungkam', 'sadap', 'doxing', 'kaburajadulu', 'erickthohirout', 'indonesiagelap', 'ramadan', 'timnasday', 'httpstcog']",fear
"['breaking', 'news', 'pssi', 'standing', 'mydaynesia', 'ingat', 'darurat', 'usut', 'tuntas', 'skandal', 'uang', 'sri', 'mayapada', 'grup', 'bebas', 'korban', 'rekayasa', 'kasus', 'kaburajadulu', 'erickthohirout', 'indonesiagelap', 'ramadan', 'isntdbcq']",fear
"['stay', 'alive', 'survive', 'kolektif', 'gera', 'tahan', 'devmin', 'penuh', 'on', 'kaburajadulu', 'btw', 'tiap', 'hari', 'makan', 'ati', 'at', 'same', 'time', 'bukan', 'kita', 'siapa']",fear
"['tren', 'kaburajadulu', 'kayak', 'terlalu', 'egois', 'penuh', 'butuh', 'pribadi', 'lebih', 'guna', 'kabur', 'donbass', 'lawan', 'kecoakecoa', 'neonazi', 'ukraina', 'palestina', 'jadi', 'volunteer', 'maupun', 'milisi', 'lawan', 'jajah', 'israel']",fear
"['makin', 'lama', 'makin', 'percaya', 'kaburajadulu', 'lebih', 'logis', 'tahan', 'sini', 'fuck', 'nationalism', 'negara', 'sudah', 'buruk', 'akar']",fear
"['butuh', 'ulang', 'saat', 'kabur', 'dulu', 'mungkin', 'tempat', 'lebih', 'sepi', 'baru', 'pikir', 'lebih', 'jernih', 'kaburajadulu', 'ridwankamil', 'httpstcoxxyw', 'plur']",fear
"['tren', 'kaburajadulu', 'kayak', 'terlalu', 'egois', 'penuh', 'butuh', 'pribadi', 'lebih', 'guna', 'kabur', 'donbass', 'lawan', 'kecoakecoa', 'neonazi', 'ukraina', 'palestina', 'jadi', 'volunteer', 'maupun', 'milisi', 'lawan', 'jajah', 'israel']",fear
"['tren', 'kaburajadulu', 'kayak', 'terlalu', 'egois', 'penuh', 'butuh', 'pribadi', 'lebih', 'guna', 'kabur', 'donbass', 'lawan', 'kecoakecoa', 'neonazi', 'ukraina', 'palestina', 'jadi', 'volunteer', 'maupun', 'milisi', 'lawan', 'jajah', 'israel']",fear
"['sana', 'rasa', 'miskin', 'kerja', 'rajin', 'bang', 'kaburajadulu', 'sana', 'kamboja']",fear
"['duh', 'sabar', 'iya', 'sobat', 'aku', 'tahu', 'kamu', 'hebat', 'ku', 'selalu', 'jauh', 'mu', 'dunia', 'jahat', 'buruk', 'bisa', 'ada', 'warga', 'buruk', 'sangat', 'mending', 'kabur', 'gasih', 'sobat', 'kaburajadulu']",fear
"['sverre', 'aku', 'ingin', 'kaburajadulu', 'hikss', 'enak', 'sana', 'imigran', 'indonesia', 'meski', 'bukan', 'imigran', 'kamu', 'khow', 'what', 'mean']",fear
"['demi', 'apas', 'tidak', 'pernah', 'muak', 'sama', 'jnetz', 'beneran', 'negara', 'maju', 'tidak', 'jamin', 'sdmnya', 'pintar', 'ngeri', 'sangat', 'ingin', 'kaburajadulu', 'jangan', 'jepang', 'cuy', 'isi', 'orang', 'buruk', 'enabling', 'sexual', 'harassment', 'saying', 'its', 'joke', 'padahal', 'korban', 'sudah', 'nang']",fear
"['breaking', 'news', 'pssi', 'standing', 'mydaynesia', 'ingat', 'darurat', 'usut', 'tuntas', 'skandal', 'uang', 'sri', 'mayapada', 'grup', 'bebas', 'korban', 'rekayasa', 'kasus', 'kaburajadulu', 'erickthohirout', 'indonesiagelap', 'ramadan', 'isntdbcq']",fear
"['sana', 'rasa', 'miskin', 'kerja', 'rajin', 'bang', 'kaburajadulu', 'sana', 'kamboja']",fear
"['muda', 'ikut', 'trend', 'kaburajadulu', 'ingat', 'jangan', 'kabur', 'luar', 'negeri', 'nilai', 'rendah', 'murah', 'pergi', 'nilai', 'pantas', 'kamu', 'milik', 'belum', 'tahan', 'sini', 'telah', 'tingkat', 'nilai', 'kutip', 'orang', 'sepuh']",fear
"['demi', 'apas', 'tidak', 'pernah', 'muak', 'sama', 'jnetz', 'beneran', 'negara', 'maju', 'tidak', 'jamin', 'sdmnya', 'pintar', 'ngeri', 'sangat', 'ingin', 'kaburajadulu', 'jangan', 'jepang', 'cuy', 'isi', 'orang', 'buruk', 'enabling', 'sexual', 'harassment', 'saying', 'its', 'joke', 'padahal', 'korban', 'sudah', 'nang']",fear
"['rill', 'mending', 'prioritas', 'platform', 'sering', 'baca', 'sisa', 'tabung', 'buat', 'kaburajadulu', 'takut', 'sangat', 'negara', 'makin', 'carut', 'marut', 'garagara', 'perintah']",fear
"['akhir', 'tidak', 'guna', 'kaburajadulu', 'kamu', 'kabur', 'negara', 'fasis', 'negara', 'fasis', 'ujung', 'dunia', 'musuh', 'bakal', 'kejar', 'mariubah', 'negara', 'jadi', 'lebih', 'baik', 'lawan', 'protes', 'mampu', 'kita', 'menang']",fear
"['mimpi', 'kabur', 'amerika', 'akibat', 'akibat', 'tidur', 'kondisi', 'belum', 'baca', 'kasus', 'kaburajadulu']",fear
"['makin', 'hari', 'makin', 'capek', 'buka', 'twitter', 'ada', 'berita', 'sedih', 'can', 'akhir', 'relate', 'about', 'kaburajadulu', 'kayak', 'capek', 'juang', 'bawah', 'satu', 'besar', 'pihak', 'perintah', 'sangat', 'deaf', 'tones', 'sipil', 'padahal', 'demo', 'besar', 'sudah', 'jadi', 'kurleb']",fear
"['breaking', 'news', 'pssi', 'standing', 'mydaynesia', 'ingat', 'darurat', 'usut', 'tuntas', 'skandal', 'uang', 'sri', 'mayapada', 'grup', 'bebas', 'korban', 'rekayasa', 'kasus', 'kaburajadulu', 'erickthohirout', 'indonesiagelap', 'ramadan', 'httpstcotrw', 'wbq']",fear
"['breaking', 'news', 'pssi', 'standing', 'mydaynesia', 'ingat', 'darurat', 'usut', 'tuntas', 'skandal', 'uang', 'sri', 'mayapada', 'grup', 'bebas', 'korban', 'rekayasa', 'kasus', 'kaburajadulu', 'erickthohirout', 'indonesiagelap', 'ramadan', 'httpstcotrw', 'wbq']",fear
"['orang', 'ingin', 'kaburajadulu', 'kabur', 'dulu', 'jangan', 'asal', 'kabur', 'salah', 'bisa', 'gawat', 'akibat']",fear
"['ingin', 'kaburajadulu', 'bingung']",fear
"['stay', 'alive', 'survive', 'kolektif', 'gera', 'tahan', 'devmin', 'penuh', 'on', 'kaburajadulu', 'btw', 'tiap', 'hari', 'makan', 'ati', 'at', 'same', 'time', 'bukan', 'kita', 'siapa']",fear
"['china', 'harga', 'orang', 'pintar', 'ceo', 'deepseek', 'paspor', 'tahan', 'tidak', 'culik', 'amerika', 'sementara', 'indonesia', 'orang', 'pinternya', 'suruh', 'luar negeri', 'guna', 'hashtag', 'kaburajadulu']",fear
"['kaburajadulu', 'ehh', 'ginjal', 'hilang', 'awoakwoakwo']",fear
"['makin', 'hari', 'makin', 'capek', 'buka', 'twitter', 'ada', 'berita', 'sedih', 'can', 'akhir', 'relate', 'about', 'kaburajadulu', 'kayak', 'capek', 'juang', 'bawah', 'satu', 'besar', 'pihak', 'perintah', 'sangat', 'deaf', 'tones', 'sipil', 'padahal', 'demo', 'besar', 'sudah', 'jadi', 'kurleb']",fear
"['breaking', 'news', 'pssi', 'standing', 'mydaynesia', 'ingat', 'darurat', 'usut', 'tuntas', 'skandal', 'uang', 'sri', 'mayapada', 'grup', 'bebas', 'korban', 'rekayasa', 'kasus', 'kaburajadulu', 'erickthohirout', 'indonesiagelap', 'ramadan', 'httpstcotrw', 'wbq']",fear
"['duh', 'sabar', 'iya', 'sobat', 'aku', 'tahu', 'kamu', 'hebat', 'ku', 'selalu', 'jauh', 'mu', 'dunia', 'jahat', 'buruk', 'bisa', 'ada', 'warga', 'buruk', 'sangat', 'mending', 'kabur', 'gasih', 'sobat', 'kaburajadulu']",fear
"['pulang', 'kaburajadulu', 'resimen', 'yordania', 'orang', 'belum', 'pernah', 'naik', 'moda', 'helikopter', 'pesawat']",fear
"['miskin', 'kh', 'perintah', 'wkwkw', 'kaburajadulu']",fear
"['china', 'harga', 'orang', 'pintar', 'ceo', 'deepseek', 'paspor', 'tahan', 'tidak', 'culik', 'amerika', 'sementara', 'indonesia', 'orang', 'pinternya', 'suruh', 'luar negeri', 'guna', 'hashtag', 'kaburajadulu']",fear
"['jujur', 'ngeliat', 'begini', 'sudah', 'muak', 'sangat', 'sudah', 'capek', 'sangat', 'dengar', 'omon', 'mending', 'persiapin', 'ielts', 'siap', 'buat', 'pindah', 'kaburajadulu']",fear
"['tagar', 'kaburajadulu', 'redup', 'ngeri', 'iya', 'takut', 'bawa', 'kamboja']",fear
"['kaburajadulu', 'ehh', 'ginjal', 'hilang', 'awoakwoakwo']",fear
"['kuat', 'hilang', 'kaburajadulu']",fear
"['makin', 'hari', 'makin', 'kecewa', 'sama', 'perintah', 'tidak', 'melek', 'soal', 'mata', 'uang', 'negara', 'lemah', 'investor', 'asing', 'narik', 'uang', 'investasi', 'kemarin', 'kaburajadulu', 'tahan', 'negara', 'sudah', 'gelap', 'sangat', 'masa', 'depan']",fear
"['ingin', 'ikut', 'sangat', 'kaburajadulu', 'korea', 'pikir', 'kabur', 'terus', 'ingin', 'lanjut', 'kerja', 'sekali', 'luar', 'negeri', 'waktu', 'dekat', 'tidak', 'ada', 'hobi', 'spesifik', 'aku', 'suka', 'jalan', 'kaki', 'masa', 'belajar', 'planning', 'uang', 'masa', 'depan']",fear
"['duh', 'sabar', 'iya', 'sobat', 'aku', 'tahu', 'kamu', 'hebat', 'ku', 'selalu', 'jauh', 'mu', 'dunia', 'jahat', 'buruk', 'bisa', 'ada', 'warga', 'buruk', 'sangat', 'mending', 'kabur', 'gasih', 'sobat', 'kaburajadulu']",fear
"['narasi', 'bagaimana', 'lihat', 'mudik', 'turun', 'omset', 'umkm', 'turun', 'bahas', 'uu', 'kayak', 'sembunyi', 'hotel', 'bikin', 'kamu', 'optimis', 'apa', 'kamu', 'optimis', 'kayak', 'gitu', 'sudah', 'benar', 'orang', 'kaburajadulu']",fear
"['makin', 'hari', 'makin', 'capek', 'buka', 'twitter', 'ada', 'berita', 'sedih', 'can', 'akhir', 'relate', 'about', 'kaburajadulu', 'kayak', 'capek', 'juang', 'bawah', 'satu', 'besar', 'pihak', 'perintah', 'sangat', 'deaf', 'tones', 'sipil', 'padahal', 'demo', 'besar', 'sudah', 'jadi', 'kurleb']",fear
"['thr', 'masih', 'sisa', 'beli', 'ketawa', 'betul', 'mah', 'dapet', 'kirim', 'teman', 'sudah', 'kaburajadulu', 'jepang', 'asli', 'kaya', 'obat', 'stress', 'nostalgia']",joy
"['minat', 'wal', 'buat', 'sudah', 'kaburajadulu', 'lebih', 'baik', 'makan', 'negara', 'orang', 'perintah', 'sayang', 'rakyat', 'lebih baik', 'makan', 'ayam', 'tempe', 'tahu', 'negeri', 'sendiri', 'sudah', 'isi', 'sendiri']",joy
"['jadi', 'medioker', 'tidak', 'perlu', 'kaburajadulu', 'bisa', 'bahagia']",joy
"['jadi', 'teman', 'pergi', 'kerja', 'kamboja', 'selalu', 'jadi', 'admin', 'susah', 'pulang', 'usaha', 'perintah', 'sukses', 'kaburajadulu', 'iya', 'makasih', 'all', 'oligarkeyy']",joy
"['goto', 'jadi', 'saksi', 'orang', 'hak', 'sukses', 'buru', 'ikut', 'sekarang', 'menek', 'nyepi', 'gelas', 'marapthon', 'buna', 'vcsbugill', 'kaburajadulu', 'indonesiagelap', 'indonesiagelapjilid', 'jkykgfcdw']",joy
"['penting', 'kaburajadulu']",joy
"['wew', 'teman', 'kaburajadulu', 'sana', 'masuk', 'untung', 'sangat', 'bisa', 'punya', 'lebih', 'rumah']",joy
"['orang', 'inggris', 'ingin', 'cepat', 'pergi', 'negara', 'biaya', 'hidup', 'sangat', 'tinggi', 'orang', 'indonesia', 'ingin', 'kaburajadulu', 'giur', 'hidup', 'negara', 'maju', 'hidup', 'memang', 'soal', 'sawang', 'sawang', 'tidak', 'lunk']",joy
"['sobat', 'pleasee', 'bianuar', 'buat', 'kaburajadulu', 'alias', 'biarin', 'dia', 'debut', 'thailand', 'mah', 'tolongg', 'sangat']",joy
"['umroh', 'lanjut', 'master', 'beasiswa', 'penuh', 'danatau', 'work', 'abroad', 'kaburajadulu']",joy
"['umroh', 'lanjut', 'master', 'beasiswa', 'penuh', 'danatau', 'work', 'abroad', 'kaburajadulu']",joy
"['seperti', 'tuhan', 'belum', 'meridhoi', 'buat', 'kaburajadulu', 'cepat']",joy
"['makanya', 'buat', 'nyarain', 'kaburajadulu', 'malaysia', 'agak', 'heran', 'sana', 'orang', 'nyanyi', 'lagu', 'buruh', 'tani', 'lirik', 'ganti', 'malaysia', 'baru', 'onar', 'bukan', 'orba']",joy
"['apakah', 'pulang', 'pilih', 'benar', 'tepat', 'saat', 'pulang', 'seperti', 'bukan', 'pilih', 'aman', 'kaburajadulu']",joy
"['pamer', 'paling', 'mewah', 'bukan', 'kaburajadulu', 'iya']",joy
"['minat', 'wal', 'buat', 'sudah', 'kaburajadulu', 'lebih', 'baik', 'makan', 'negara', 'orang', 'perintah', 'sayang', 'rakyat', 'lebih baik', 'makan', 'ayam', 'tempe', 'tahu', 'negeri', 'sendiri', 'sudah', 'isi', 'sendiri']",joy
"['penting', 'indognesia', 'miskin', 'masuk', 'pildun', 'indognesiagelap', 'indognesiabubar', 'kaburajadulu', 'cm', 'jb', 'vtv']",joy
"['prabowogibran', 'sangat', 'visioner', 'perintah', 'ambil', 'bagai', 'kuota', 'bijak', 'turun', 'nilai', 'rupiah', 'ringgit', 'untung', 'kita', 'kaburajadulu', 'malaysia', 'makin', 'mantap', 'tuju', 'indonesia', 'bubar', 'kalimantan', 'merdeka', 'httpstcoymtahm', 'sk']",joy
"['umroh', 'lanjut', 'master', 'beasiswa', 'penuh', 'danatau', 'work', 'abroad', 'kaburajadulu']",joy
"['makin', 'cepat', 'kaburajadulu', 'makin', 'baik', 'bg']",joy
"['aduh', 'jadi', 'ingin', 'open', 'donasi', 'buat', 'modal', 'aku', 'kaburajadulu', 'ketawa', 'tertawa', 'sarkas']",joy
"['makin', 'cepat', 'ngerjain', 'makin', 'cepat', 'selesai', 'makin', 'cepat', 'kaburajadulu']",joy
"['nih', 'orang', 'cuma', 'tidak', 'jelas', 'sritex', 'kaburajadulu', 'bhr', 'gojek']",joy
"['kaburajadulu', 'hidup', 'aman', 'makmur', 'sejahtera']",joy
"['makin', 'cepat', 'ngerjain', 'makin', 'cepat', 'selesai', 'makin', 'cepat', 'kaburajadulu']",joy
"['sana', 'pajak', 'mahal', 'worth', 'it', 'pejabrut', 'kerja', 'bikin', 'undang', 'pro', 'penting', 'rakyat', 'fasilitas', 'umum', 'jalan', 'sehat', 'didik', 'sejahtera', 'diurusin', 'sama', 'negara', 'aku', 'ada', 'sempat', 'kaburajadulu', 'sudah', 'mapan', 'luar', 'iya', 'ogah', 'sini']",joy
"['tidak', 'cari', 'pacar', 'cari', 'teman', 'circle', 'teman', 'sudah', 'tip', 'sangat', 'siapa', 'tahu', 'temu', 'sehobisevisi', 'fact', 'about', 'budak', 'korporat', 'seninjumat', 'kuningan', 'jaksel', 'nyambi', 'jurus', 'business', 'analytics', 'rencana', 'luar', 'buat', 'kaburajadulu']",joy
"['jadi', 'medioker', 'tidak', 'perlu', 'kaburajadulu', 'bisa', 'bahagia']",joy
"['sobat', 'pleasee', 'bianuar', 'buat', 'kaburajadulu', 'alias', 'biarin', 'dia', 'debut', 'thailand', 'mah', 'tolongg', 'sangat']",joy
"['siap', 'topik', 'ii', 'butuh', 'latih', 'soal', 'buku', 'topik', 'ii', 'bisa', 'jadi', 'pilih', 'tepat', 'sangat', 'buat', 'pola', 'soal', 'sering', 'muncul', 'uji', 'cocok', 'sangat', 'buat', 'ningkatin', 'skill', 'ngadepin', 'soal', 'kaburajadulu', 'httpstcokbjcfzkjsd']",joy
"['goto', 'jadi', 'saksi', 'orang', 'hak', 'sukses', 'buru', 'ikut', 'sekarang', 'menek', 'nyepi', 'gelas', 'marapthon', 'buna', 'vcsbugill', 'kaburajadulu', 'indonesiagelap', 'indonesiagelapjilid', 'jkykgfcdw']",joy
"['alhamdulillah', 'bagus', 'presiden', 'kita', 'lihat', 'mggu', 'dpn', 'apa', 'tjd', 'nilai', 'tukar', 'rp', 'kaburajadulu']",joy
"['semua', 'telen', 'sendiri', 'alhamdulillah', 'tahun', 'sangat', 'baik', 'biarpun', 'ada', 'ngeselinnya', 'hijau', 'dikit', 'semoga', 'tahun', 'depan', 'sampean', 'buat', 'kaburajadulu']",joy
"['sobat', 'pleasee', 'bianuar', 'buat', 'kaburajadulu', 'alias', 'biarin', 'dia', 'debut', 'thailand', 'mah', 'tolongg', 'sangat']",joy
"['penting', 'indognesia', 'miskin', 'masuk', 'pildun', 'indognesiagelap', 'indognesiabubar', 'kaburajadulu', 'cm', 'jb', 'vtv']",joy
"['nih', 'orang', 'cuma', 'tidak', 'jelas', 'sritex', 'kaburajadulu', 'bhr', 'gojek']",joy
"['mokad', 'terus', 'isekaid', 'sni', 'mydei', 'lamar', 'aku', 'telah', 'aku', 'bawa', 'hesteg', 'kaburajadulu', 'yunani', 'tinggal', 'bahagia', 'lama', 'sana']",joy
"['lagu', 'semangat', 'kaburajadulu', 'cabutruutni']",joy
"['alhamdulillah', 'gausa', 'anak', 'istri', 'boyong', 'kaburajadulu']",joy
"['sebenernya', 'kontra', 'sangat', 'bagaimana', 'jujur', 'ingin', 'hidup', 'adem', 'tentram', 'tidak', 'bisa', 'mau', 'terima', 'hasil', 'teman', 'tidak', 'stuju', 'gt', 'jujur', 'ken', 'jadi', 'wna', 'kaburajadulu']",joy
"['padahal', 'bagus', 'sangat', 'dia', 'bisa', 'tembus', 'big', 'orang', 'indonesia', 'pertama', 'cetus', 'kaburajadulu']",joy
"['bisa', 'urus', 'anak', 'laki', 'diajarin', 'kerja', 'rumah', 'urus', 'anak', 'kehandle', 'cari', 'uang', 'tetap', 'jalan', 'habis', 'marah', 'bakal', 'minta', 'maaf', 'didik', 'karir', 'anak', 'nomor', 'tidak', 'suruh', 'cepat', 'kawin', 'tidak', 'perlu', 'dukung', 'buat', 'kaburajadulu']",joy
"['kayak', 'benarbenar', 'frugal', 'hidup', 'ingin', 'wujud', 'kaburajadulu', 'ngetik', 'makan', 'tear', 'and', 'bread', 'alias', 'roti', 'sobek', 'paling', 'lembut', 'raya', 'sari', 'roti', 'kalah']",joy
"['bukan', 'ingin', 'kaburajadulu', 'beneran', 'sekarang', 'tepat', 'nyampe', 'indonesia', 'sudah', 'asa', 'gaenak', 'seluruh', 'badan', 'asli', 'jadi', 'homesick', 'yurop', 'sangat', 'httpstcoetiq', 'fcwtz']",joy
"['couldn', 'be', 'more', 'proud', 'of', 'kamu', 'bianura', 'selamat', 'sudah', 'lebih', 'dulu', 'kaburajadulu', 'sukses', 'thailand', 'sanaa', 'lekas', 'debut']",joy
"['fr', 'obrol', 'keluarga', 'tahun', 'topik', 'kaburajadulu', 'mbg', 'parcok', 'parjo', 'neng', 'sangat', 'keluarga', 'sangat', 'waspada', 'sama', 'situasi', 'negara']",joy
"['siap', 'topik', 'ii', 'butuh', 'latih', 'soal', 'buku', 'topik', 'ii', 'bisa', 'jadi', 'pilih', 'tepat', 'sangat', 'buat', 'pola', 'soal', 'sering', 'muncul', 'uji', 'cocok', 'sangat', 'buat', 'ningkatin', 'skill', 'ngadepin', 'soal', 'kaburajadulu', 'httpstcokbjcfzkjsd']",joy
"['alhamdulillah', 'bagus', 'presiden', 'kita', 'lihat', 'mggu', 'dpn', 'apa', 'tjd', 'nilai', 'tukar', 'rp', 'kaburajadulu']",joy
"['orang', 'inggris', 'ingin', 'cepat', 'pergi', 'negara', 'biaya', 'hidup', 'sangat', 'tinggi', 'orang', 'indonesia', 'ingin', 'kaburajadulu', 'giur', 'hidup', 'negara', 'maju', 'hidup', 'memang', 'soal', 'sawang', 'sawang', 'tidak', 'lunk']",joy
"['serta', 'hasil', 'kaburajadulu', 'alhamdulillah', 'iya', 'sudah', 'dapat', 'bandara', 'shizuoka', 'selamat', 'tempat', 'bidang', 'hotel', 'program', 'skill', 'worker', 'sehat', 'tetap', 'iya', 'berkah', 'betah', 'ingin', 'jepang', 'httpstcoo', 'absjmvk']",joy
"['aduh', 'jadi', 'ingin', 'open', 'donasi', 'buat', 'modal', 'aku', 'kaburajadulu', 'ketawa', 'tertawa', 'sarkas']",joy
"['jadi', 'teman', 'pergi', 'kerja', 'kamboja', 'selalu', 'jadi', 'admin', 'susah', 'pulang', 'usaha', 'perintah', 'sukses', 'kaburajadulu', 'iya', 'makasih', 'all', 'oligarkeyy']",joy
"['capek', 'sangat', 'iya', 'tuhan', 'lihat', 'kondisi', 'negara', 'tidak', 'benar', 'kondisi', 'adek', 'diinjek', 'sama', 'kata', 'keluarga', 'kyk', 'iya', 'tuhan', 'kudu', 'maha', 'capek', 'sangat', 'hidup', 'dunia', 'khusus', 'bagi', 'indonesia', 'batalkanrevisiuupolri', 'kaburajadulu']",joy
"['goto', 'jadi', 'saksi', 'orang', 'hak', 'sukses', 'buru', 'ikut', 'sekarang', 'menek', 'nyepi', 'gelas', 'marapthon', 'buna', 'vcsbugill', 'kaburajadulu', 'indonesiagelap', 'indonesiagelapjilid', 'jkykgfcdw']",joy
"['indonesia', 'punya', 'banyak', 'masalah', 'negara', 'besar', 'warga', 'dorang', 'cabut', 'lari', 'ramai', 'ramai', 'adik', 'jugak', 'waladon', 'tidak', 'puas', 'hati', 'malaysia', 'buat', 'animasi', 'kancil', 'kaburajadulu']",joy
"['pamer', 'paling', 'mewah', 'bukan', 'kaburajadulu', 'iya']",joy
